run_id,experiment_id,timestamp,example_id,query,prompt_strategy,top_k,embedding_backend,answer,abstained,answer_word_count,latency_ms,estimated_cost_usd,overall_score,answer_relevance,groundedness,citation_coverage,faithfulness_proxy,hallucination_risk,hit_at_k,reciprocal_rank,context_precision,context_recall,failure_modes,has_errors,has_warnings
5b231d78-4bd3-47de-8cca-49f2e8106c7e,baseline,2026-03-09T17:28:18.286301,eval_011,"How does NovaSaaS handle API rate limiting, and what should a developer do if they hit the limit?",baseline,5,tfidf,Too Many Requests: rate limit exceeded. HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Pagination List endpoints return paginated results with a maximum of 100 items per page. Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination.,False,45,1.6243999998550862,0.000655,0.7406,0.4528,0.8698,1.0,0.4258,0.1302,1.0,1.0,0.6,1.0,none,False,False
97d683e9-c8d5-421a-aa7b-9c347887e8a4,baseline,2026-03-09T17:28:18.304999,eval_012,What are the main differences between the Growth and Business plans?,baseline,5,tfidf,"Completed export files are available for download for 7 days before automatic deletion. Custom fields per project: up to 50 on Growth, 200 on Business and Enterprise. List items per project: up to 10,000 on Growth, unlimited on Business and Enterprise. NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats.",False,61,1.951500000359374,0.000682,0.6982,0.5106,0.7619,1.0,0.4561,0.2381,1.0,0.5,0.4,1.0,none,False,False
0bd129b7-199e-495e-9f75-5c2f7087c59d,baseline,2026-03-09T17:28:18.324390,eval_013,How does NovaSaaS's webhook system compare to its native integrations in terms of flexibility and setup complexity?,baseline,5,tfidf,"NovaSaaS Integrations Native Integrations NovaSaaS offers 50+ native integrations with popular business tools. One-click integration setup is available for: Slack, Microsoft Teams, Google Workspace, Zoom, Salesforce, HubSpot, Zendesk, Jira, GitHub, GitLab, Figma, Dropbox, Box, Google Drive, OneDrive, Stripe, QuickBooks, and many others. Native integrations include automatic field mapping and do not require developer configuration. Integration management is available at Settings > Integrations.",False,62,2.107800000885618,0.000688,0.4227,0.3175,0.4251,0.5,0.4289,0.5749,1.0,1.0,0.4,0.5,none,False,False
0aa6214a-b2b3-4e48-8e54-659ab614b782,baseline,2026-03-09T17:28:18.345450,eval_014,How do I cancel?,baseline,5,tfidf,I cannot answer this question based on the available documentation.,True,10,1.3896999989810863,0.000576,0.66,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.4,1.0,incorrect_abstention,False,False
cdff0fce-98f0-43d4-8ee4-a15598587a2e,baseline,2026-03-09T17:28:18.360520,eval_015,Is my data safe?,baseline,5,tfidf,I cannot answer this question based on the available documentation.,True,10,1.498000001447508,0.000576,0.585,0.5,1.0,0.0,1.0,0.0,1.0,0.3333,0.4,0.5,incorrect_abstention,False,False
5f7eedfb-bcc3-4b3e-9d6c-a04c9e4da450,baseline,2026-03-09T17:28:18.377274,eval_016,What is the exact datacenter IP address range used by NovaSaaS?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. A Make (formerly Integromat) module is also available.",False,47,1.6524000002391404,0.000654,0.5956,0.2449,0.8348,1.0,0.3796,0.1652,0.0,0.0,0.0,1.0,overconfident_answer,False,False
0a1bffb4-238d-4a06-8b77-054b2edd9da5,baseline,2026-03-09T17:28:18.396906,eval_017,What is the personal phone number for NovaSaaS's CEO?,baseline,5,tfidf,"Right to Erasure (GDPR) EU residents may request erasure of their personal data via the Data Subject Request portal at trust.novasaas.io. Erasure applies to personal data in production systems. Data retained in compliance archives for regulatory purposes may be retained beyond the erasure request, as permitted under GDPR Article 17(3)(b). Backup Retention Automated daily backups are retained for 30 days.",False,60,1.7869000002974644,0.000679,0.5988,0.3019,0.7871,1.0,0.4165,0.2129,0.0,0.0,0.0,1.0,overconfident_answer,False,False
ac27e714-52e4-4cf8-bcab-e952fc397521,baseline,2026-03-09T17:28:18.416949,eval_018,Can I use NovaSaaS to store classified government data under ITAR regulations?,baseline,5,tfidf,HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination. NovaSaaS Data Lifecycle Policy Active Account Data All customer data in active accounts is stored indefinitely until explicitly deleted by the customer or until the account is cancelled. Customers retain full ownership of their data.,False,60,1.7955000002984889,0.000681,0.2465,0.2963,0.585,0.0,0.4097,0.415,0.0,0.0,0.0,0.0,weak_retrieval|overconfident_answer,False,False
1e9fb1a2-2404-45b0-aaca-a1d585f82f98,baseline,2026-03-09T17:28:18.437351,eval_019,Does NovaSaaS offer a free trial?,baseline,5,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. A 14-day free trial of the Growth plan is available with no credit card required.",False,75,1.806099999157596,0.000707,0.6821,0.3279,0.8037,1.0,0.5556,0.1963,1.0,1.0,0.4,1.0,none,False,False
03477180-98b0-4a78-837e-deda4f920a5f,baseline,2026-03-09T17:28:18.458260,eval_020,What notification channels does NovaSaaS support for alerts and workflows?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. These low-code integration platforms are recommended for non-developers who need custom automation workflows.",False,52,1.6422000007878523,0.000643,0.6379,0.2857,0.8737,0.5,0.473,0.1263,1.0,1.0,0.6,1.0,none,False,False
1548336e-84c4-4f40-a8b4-22e20f25a596,baseline_k5,2026-03-09T17:28:26.083869,eval_001,What is the standard refund window for NovaSaaS subscriptions?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. A Make (formerly Integromat) module is also available.",False,47,2.8176999985589646,0.000653,0.5081,0.2553,0.8336,0.0,0.3868,0.1664,1.0,1.0,0.4,1.0,missing_citation,False,False
1bff380a-4ba8-4dbc-b939-7678b61bbe38,baseline_k5,2026-03-09T17:28:26.100477,eval_002,How many users can be added under the Starter plan?,baseline,5,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. Growth Plan — $29/seat/month The Growth plan supports up to 25 user seats.",False,73,1.987800000279094,0.000694,0.643,0.1935,0.7905,1.0,0.4672,0.2095,1.0,1.0,0.4,1.0,none,False,False
77e4a2a0-c3f1-4be0-9cae-d08fc5110f74,baseline_k5,2026-03-09T17:28:26.122222,eval_003,What SSO providers does NovaSaaS support?,baseline,5,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. Features include all Starter features plus: 100 GB storage, priority email support with 12-hour response SLA, advanced analytics dashboard, webhook integrations, custom branding, and 10,000 API requests per minute.",False,89,1.8501000013202429,0.000735,0.4864,0.2623,0.799,0.0,0.542,0.201,1.0,1.0,0.2,1.0,missing_citation,False,False
bae62e8c-1a23-4b16-89dc-39add3ceebe4,baseline_k5,2026-03-09T17:28:26.142898,eval_004,What is the maximum file size for attachments in NovaSaaS?,baseline,5,tfidf,HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Pagination List endpoints return paginated results with a maximum of 100 items per page. Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination. The response includes next_cursor (or null if last page) and total_count.,False,50,1.7155999994429294,0.000628,0.5405,0.3333,0.8723,0.0,0.4579,0.1277,1.0,1.0,0.4,1.0,missing_citation,False,False
518d1b7a-8ada-47bf-b9dd-606f0a5409df,baseline_k5,2026-03-09T17:28:26.162101,eval_005,What is the uptime SLA for the Enterprise plan?,baseline,5,tfidf,"Features include all Growth features plus: SSO via SAML 2.0, audit logs, custom roles and permissions, advanced workflow automation, dedicated account manager, and priority phone and chat support with 4-hour response SLA. Business plan customers also receive a 99.5% uptime SLA. Enterprise Plan — Custom pricing The Enterprise plan is designed for organizations with more than 50 users or special compliance requirements. Features include all Business features plus: unlimited seats, 99.9% uptime SLA, dedicated infrastructure (optional), custom data residency, HIPAA BAA availability, 24/7 dedicated support with 1-hour response SLA for critical issues, SSO with SCIM provisioning, and custom integrations.",False,99,1.8858000003092457,0.000757,0.5614,0.3784,0.8172,0.0,0.7137,0.1828,1.0,0.5,0.4,1.0,missing_citation,False,False
832d0b96-8513-4fea-b829-b646d0f64943,baseline_k5,2026-03-09T17:28:26.184967,eval_006,Can a customer downgrade from Business to Starter mid-cycle?,baseline,5,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. Growth Plan — $29/seat/month The Growth plan supports up to 25 user seats.",False,73,1.8436999998812096,0.000694,0.5915,0.127,0.7887,0.5,0.5392,0.2113,1.0,1.0,0.6,1.0,none,False,False
a7df3428-3e5e-4c6e-9091-2e1d8ea1f4bf,baseline_k5,2026-03-09T17:28:26.205703,eval_007,What happens to user data after an account is deleted?,baseline,5,tfidf,"NovaSaaS Data Lifecycle Policy Active Account Data All customer data in active accounts is stored indefinitely until explicitly deleted by the customer or until the account is cancelled. Customers retain full ownership of their data. NovaSaaS does not use customer data for training machine learning models or for advertising purposes. Account Cancellation and Data Deletion Upon account cancellation, NovaSaaS retains all workspace data for 30 days in a soft-deleted state.",False,70,1.7805000006774208,0.0007,0.5786,0.3019,0.5894,1.0,0.4082,0.4106,1.0,1.0,0.2,1.0,none,False,False
85aa31b1-5751-4b66-b5a3-123333720a97,baseline_k5,2026-03-09T17:28:26.226153,eval_008,Is NovaSaaS GDPR compliant? What mechanisms are provided for data subject requests?,baseline,5,tfidf,provided in response to legal process or regulatory requests. Right to Erasure (GDPR) EU residents may request erasure of their personal data via the Data Subject Request portal at trust.novasaas.io. Erasure requests are processed within 30 days. Erasure applies to personal data in production systems.,False,45,1.939499999934924,0.000651,0.5339,0.6829,0.601,0.0,0.3706,0.399,1.0,1.0,0.4,1.0,missing_citation,False,False
5540176d-4850-4103-85e6-da1945eb7e0a,baseline_k5,2026-03-09T17:28:26.246490,eval_009,A company with 12 employees needs SSO and 99.9% uptime. Which plan should they choose and what will it cost approximately?,baseline,5,tfidf,"Features include all Growth features plus: SSO via SAML 2.0, audit logs, custom roles and permissions, advanced workflow automation, dedicated account manager, and priority phone and chat support with 4-hour response SLA. Business plan customers also receive a 99.5% uptime SLA. Enterprise Plan — Custom pricing The Enterprise plan is designed for organizations with more than 50 users or special compliance requirements. Features include all Business features plus: unlimited seats, 99.9% uptime SLA, dedicated infrastructure (optional), custom data residency, HIPAA BAA availability, 24/7 dedicated support with 1-hour response SLA for critical issues, SSO with SCIM provisioning, and custom integrations.",False,99,1.9998999996460043,0.000753,0.6662,0.3721,0.8152,0.3333,0.6795,0.1848,1.0,1.0,0.8,1.0,none,False,False
85c28d11-5b01-443e-b273-73ee01d66f45,baseline_k5,2026-03-09T17:28:26.267758,eval_010,"What are the steps to migrate data from a legacy CRM into NovaSaaS, and what data formats are supported?",baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. A Make (formerly Integromat) module is also available.",False,47,1.5846000005694805,0.00066,0.6465,0.56,0.8348,0.5,0.4077,0.1652,1.0,0.3333,0.4,1.0,none,False,False
9823d83c-d8f2-4b4e-bef0-1f467c1c9e08,baseline_k5,2026-03-09T17:28:26.286762,eval_011,"How does NovaSaaS handle API rate limiting, and what should a developer do if they hit the limit?",baseline,5,tfidf,Too Many Requests: rate limit exceeded. HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Pagination List endpoints return paginated results with a maximum of 100 items per page. Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination.,False,45,1.6325999986293027,0.000655,0.7406,0.4528,0.8698,1.0,0.4258,0.1302,1.0,1.0,0.6,1.0,none,False,False
8717a86d-c7c8-4b39-9a01-4060ea85981f,baseline_k5,2026-03-09T17:28:26.306623,eval_012,What are the main differences between the Growth and Business plans?,baseline,5,tfidf,"Completed export files are available for download for 7 days before automatic deletion. Custom fields per project: up to 50 on Growth, 200 on Business and Enterprise. List items per project: up to 10,000 on Growth, unlimited on Business and Enterprise. NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats.",False,61,1.976900000954629,0.000682,0.6982,0.5106,0.7619,1.0,0.4561,0.2381,1.0,0.5,0.4,1.0,none,False,False
e880e0d0-717f-4229-91ae-5020e27bc704,baseline_k5,2026-03-09T17:28:26.327194,eval_013,How does NovaSaaS's webhook system compare to its native integrations in terms of flexibility and setup complexity?,baseline,5,tfidf,"NovaSaaS Integrations Native Integrations NovaSaaS offers 50+ native integrations with popular business tools. One-click integration setup is available for: Slack, Microsoft Teams, Google Workspace, Zoom, Salesforce, HubSpot, Zendesk, Jira, GitHub, GitLab, Figma, Dropbox, Box, Google Drive, OneDrive, Stripe, QuickBooks, and many others. Native integrations include automatic field mapping and do not require developer configuration. Integration management is available at Settings > Integrations.",False,62,2.002100000026985,0.000688,0.4227,0.3175,0.4251,0.5,0.4289,0.5749,1.0,1.0,0.4,0.5,none,False,False
a2d9f45d-7661-455c-8df1-09c27588a3fe,baseline_k5,2026-03-09T17:28:26.348388,eval_014,How do I cancel?,baseline,5,tfidf,I cannot answer this question based on the available documentation.,True,10,1.3954000005469425,0.000576,0.66,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.4,1.0,incorrect_abstention,False,False
531a30f5-15ea-413c-b951-b7c55b640518,baseline_k5,2026-03-09T17:28:26.364037,eval_015,Is my data safe?,baseline,5,tfidf,I cannot answer this question based on the available documentation.,True,10,1.4055000010557706,0.000576,0.585,0.5,1.0,0.0,1.0,0.0,1.0,0.3333,0.4,0.5,incorrect_abstention,False,False
5816b9a8-82a7-4316-90ce-a356be8e0f15,baseline_k5,2026-03-09T17:28:26.379569,eval_016,What is the exact datacenter IP address range used by NovaSaaS?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. A Make (formerly Integromat) module is also available.",False,47,1.5781999991304474,0.000654,0.5956,0.2449,0.8348,1.0,0.3796,0.1652,0.0,0.0,0.0,1.0,overconfident_answer,False,False
bb240081-0c38-4625-9a85-5741f8578aaf,baseline_k5,2026-03-09T17:28:26.401171,eval_017,What is the personal phone number for NovaSaaS's CEO?,baseline,5,tfidf,"Right to Erasure (GDPR) EU residents may request erasure of their personal data via the Data Subject Request portal at trust.novasaas.io. Erasure applies to personal data in production systems. Data retained in compliance archives for regulatory purposes may be retained beyond the erasure request, as permitted under GDPR Article 17(3)(b). Backup Retention Automated daily backups are retained for 30 days.",False,60,1.771700000972487,0.000679,0.5988,0.3019,0.7871,1.0,0.4165,0.2129,0.0,0.0,0.0,1.0,overconfident_answer,False,False
1d10c12b-026f-42bb-a389-320c4e03248d,baseline_k5,2026-03-09T17:28:26.422289,eval_018,Can I use NovaSaaS to store classified government data under ITAR regulations?,baseline,5,tfidf,HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination. NovaSaaS Data Lifecycle Policy Active Account Data All customer data in active accounts is stored indefinitely until explicitly deleted by the customer or until the account is cancelled. Customers retain full ownership of their data.,False,60,1.7864999990706565,0.000681,0.2465,0.2963,0.585,0.0,0.4097,0.415,0.0,0.0,0.0,0.0,weak_retrieval|overconfident_answer,False,False
d668e968-e58c-4055-9fff-ef61f350f39a,baseline_k5,2026-03-09T17:28:26.442695,eval_019,Does NovaSaaS offer a free trial?,baseline,5,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. A 14-day free trial of the Growth plan is available with no credit card required.",False,75,2.2422999991249526,0.000707,0.6821,0.3279,0.8037,1.0,0.5556,0.1963,1.0,1.0,0.4,1.0,none,False,False
5c9d3f72-ff11-4a1b-ab4e-3fb7c91cb3d8,baseline_k5,2026-03-09T17:28:26.464275,eval_020,What notification channels does NovaSaaS support for alerts and workflows?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. These low-code integration platforms are recommended for non-developers who need custom automation workflows.",False,52,1.5449999991687946,0.000643,0.6379,0.2857,0.8737,0.5,0.473,0.1263,1.0,1.0,0.6,1.0,none,False,False
5515df4e-1746-4d05-a5a3-1df1eafe9354,baseline_k3,2026-03-09T17:28:26.486066,eval_001,What is the standard refund window for NovaSaaS subscriptions?,baseline,3,tfidf,NovaSaaS Billing & Subscription Management Overview NovaSaaS uses a seat-based monthly or annual billing model. Annual subscriptions receive a 20% discount compared to monthly rates. Refund Policy NovaSaaS offers a 30-day money-back guarantee for all subscription plans. Refund requests must be submitted through the billing portal within 30 days of the original charge.,False,53,1.7869000002974644,0.000504,0.7351,0.4255,0.7582,1.0,0.6044,0.2418,1.0,1.0,0.6667,1.0,none,False,False
8ac4f8a2-6d13-451e-b667-1b707be11239,baseline_k3,2026-03-09T17:28:26.504708,eval_002,How many users can be added under the Starter plan?,baseline,3,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. Growth Plan — $29/seat/month The Growth plan supports up to 25 user seats.",False,73,1.5225000006466871,0.000561,0.7146,0.1935,0.7991,1.0,0.7609,0.2009,1.0,1.0,0.6667,1.0,none,False,False
4203f1c5-8e10-49e7-a209-3fd8da065c7e,baseline_k3,2026-03-09T17:28:26.524311,eval_003,What SSO providers does NovaSaaS support?,baseline,3,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. Features include all Starter features plus: 100 GB storage, priority email support with 12-hour response SLA, advanced analytics dashboard, webhook integrations, custom branding, and 10,000 API requests per minute.",False,89,1.5616999990015756,0.000591,0.536,0.2623,0.8091,0.0,0.813,0.1909,1.0,1.0,0.3333,1.0,missing_citation,False,False
c1207400-f7c7-4722-bcc8-23e5c2a80ee1,baseline_k3,2026-03-09T17:28:26.543819,eval_004,What is the maximum file size for attachments in NovaSaaS?,baseline,3,tfidf,HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Pagination List endpoints return paginated results with a maximum of 100 items per page. Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination. The response includes next_cursor (or null if last page) and total_count.,False,50,1.269700000193552,0.000362,0.6205,0.3333,0.8832,0.0,0.8305,0.1168,1.0,1.0,0.6667,1.0,missing_citation,False,False
00cce11c-b6fc-4361-b171-dd4cdec1eceb,baseline_k3,2026-03-09T17:28:26.561344,eval_005,What is the uptime SLA for the Enterprise plan?,baseline,3,tfidf,"Features include all Growth features plus: SSO via SAML 2.0, audit logs, custom roles and permissions, advanced workflow automation, dedicated account manager, and priority phone and chat support with 4-hour response SLA. Business plan customers also receive a 99.5% uptime SLA. Enterprise Plan — Custom pricing The Enterprise plan is designed for organizations with more than 50 users or special compliance requirements. Features include all Business features plus: unlimited seats, 99.9% uptime SLA, dedicated infrastructure (optional), custom data residency, HIPAA BAA availability, 24/7 dedicated support with 1-hour response SLA for critical issues, SSO with SCIM provisioning, and custom integrations.",False,99,1.9978999989689328,0.000571,0.6316,0.3784,0.8236,0.0,1.0,0.1764,1.0,0.5,0.6667,1.0,missing_citation,False,False
