run_id,experiment_id,timestamp,example_id,query,prompt_strategy,top_k,embedding_backend,answer,abstained,answer_word_count,latency_ms,estimated_cost_usd,overall_score,answer_relevance,groundedness,citation_coverage,faithfulness_proxy,hallucination_risk,hit_at_k,reciprocal_rank,context_precision,context_recall,failure_modes,has_errors,has_warnings
5b231d78-4bd3-47de-8cca-49f2e8106c7e,baseline,2026-03-09T17:28:18.286301,eval_011,"How does NovaSaaS handle API rate limiting, and what should a developer do if they hit the limit?",baseline,5,tfidf,Too Many Requests: rate limit exceeded. HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Pagination List endpoints return paginated results with a maximum of 100 items per page. Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination.,False,45,1.6243999998550862,0.000655,0.7406,0.4528,0.8698,1.0,0.4258,0.1302,1.0,1.0,0.6,1.0,none,False,False
97d683e9-c8d5-421a-aa7b-9c347887e8a4,baseline,2026-03-09T17:28:18.304999,eval_012,What are the main differences between the Growth and Business plans?,baseline,5,tfidf,"Completed export files are available for download for 7 days before automatic deletion. Custom fields per project: up to 50 on Growth, 200 on Business and Enterprise. List items per project: up to 10,000 on Growth, unlimited on Business and Enterprise. NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats.",False,61,1.951500000359374,0.000682,0.6982,0.5106,0.7619,1.0,0.4561,0.2381,1.0,0.5,0.4,1.0,none,False,False
0bd129b7-199e-495e-9f75-5c2f7087c59d,baseline,2026-03-09T17:28:18.324390,eval_013,How does NovaSaaS's webhook system compare to its native integrations in terms of flexibility and setup complexity?,baseline,5,tfidf,"NovaSaaS Integrations Native Integrations NovaSaaS offers 50+ native integrations with popular business tools. One-click integration setup is available for: Slack, Microsoft Teams, Google Workspace, Zoom, Salesforce, HubSpot, Zendesk, Jira, GitHub, GitLab, Figma, Dropbox, Box, Google Drive, OneDrive, Stripe, QuickBooks, and many others. Native integrations include automatic field mapping and do not require developer configuration. Integration management is available at Settings > Integrations.",False,62,2.107800000885618,0.000688,0.4227,0.3175,0.4251,0.5,0.4289,0.5749,1.0,1.0,0.4,0.5,none,False,False
0aa6214a-b2b3-4e48-8e54-659ab614b782,baseline,2026-03-09T17:28:18.345450,eval_014,How do I cancel?,baseline,5,tfidf,I cannot answer this question based on the available documentation.,True,10,1.3896999989810863,0.000576,0.66,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.4,1.0,incorrect_abstention,False,False
cdff0fce-98f0-43d4-8ee4-a15598587a2e,baseline,2026-03-09T17:28:18.360520,eval_015,Is my data safe?,baseline,5,tfidf,I cannot answer this question based on the available documentation.,True,10,1.498000001447508,0.000576,0.585,0.5,1.0,0.0,1.0,0.0,1.0,0.3333,0.4,0.5,incorrect_abstention,False,False
5f7eedfb-bcc3-4b3e-9d6c-a04c9e4da450,baseline,2026-03-09T17:28:18.377274,eval_016,What is the exact datacenter IP address range used by NovaSaaS?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. A Make (formerly Integromat) module is also available.",False,47,1.6524000002391404,0.000654,0.5956,0.2449,0.8348,1.0,0.3796,0.1652,0.0,0.0,0.0,1.0,overconfident_answer,False,False
0a1bffb4-238d-4a06-8b77-054b2edd9da5,baseline,2026-03-09T17:28:18.396906,eval_017,What is the personal phone number for NovaSaaS's CEO?,baseline,5,tfidf,"Right to Erasure (GDPR) EU residents may request erasure of their personal data via the Data Subject Request portal at trust.novasaas.io. Erasure applies to personal data in production systems. Data retained in compliance archives for regulatory purposes may be retained beyond the erasure request, as permitted under GDPR Article 17(3)(b). Backup Retention Automated daily backups are retained for 30 days.",False,60,1.7869000002974644,0.000679,0.5988,0.3019,0.7871,1.0,0.4165,0.2129,0.0,0.0,0.0,1.0,overconfident_answer,False,False
ac27e714-52e4-4cf8-bcab-e952fc397521,baseline,2026-03-09T17:28:18.416949,eval_018,Can I use NovaSaaS to store classified government data under ITAR regulations?,baseline,5,tfidf,HTTP 500 Internal Server Error: NovaSaaS-side error (report to support). Use the cursor parameter for cursor-based pagination (preferred) or page and per_page for offset-based pagination. NovaSaaS Data Lifecycle Policy Active Account Data All customer data in active accounts is stored indefinitely until explicitly deleted by the customer or until the account is cancelled. Customers retain full ownership of their data.,False,60,1.7955000002984889,0.000681,0.2465,0.2963,0.585,0.0,0.4097,0.415,0.0,0.0,0.0,0.0,weak_retrieval|overconfident_answer,False,False
1e9fb1a2-2404-45b0-aaca-a1d585f82f98,baseline,2026-03-09T17:28:18.437351,eval_019,Does NovaSaaS offer a free trial?,baseline,5,tfidf,"NovaSaaS Pricing Plans Starter Plan — Free The Starter plan is permanently free and supports up to 5 user seats. It includes the core project management features, 10 GB of storage, email support with 48-hour response SLA, and access to the NovaSaaS API at 1,000 requests per minute. The Starter plan does not include SSO, advanced analytics, or custom roles. A 14-day free trial of the Growth plan is available with no credit card required.",False,75,1.806099999157596,0.000707,0.6821,0.3279,0.8037,1.0,0.5556,0.1963,1.0,1.0,0.4,1.0,none,False,False
03477180-98b0-4a78-837e-deda4f920a5f,baseline,2026-03-09T17:28:18.458260,eval_020,What notification channels does NovaSaaS support for alerts and workflows?,baseline,5,tfidf,"It supports all core resource types and allows clients to request exactly the data they need, reducing over-fetching. Documentation is available at developers.novasaas.io/graphql. Zapier and Make NovaSaaS is available as a Zapier app with 200+ supported triggers and actions. These low-code integration platforms are recommended for non-developers who need custom automation workflows.",False,52,1.6422000007878523,0.000643,0.6379,0.2857,0.8737,0.5,0.473,0.1263,1.0,1.0,0.6,1.0,none,False,False
